Date,Open,High,Low,Close,Adj Close,Volume
2022-06-02,32809.01171875,33248.609375,32509.4296875,33248.28125,33248.28125,333210000
2022-06-03,32986.3203125,33135.609375,32839.2109375,32899.69921875,32899.69921875,298570000
2022-06-06,33032.0390625,33235.37109375,32819.5,32915.78125,32915.78125,253010000
2022-06-07,32783.03125,33207.44921875,32641.849609375,33180.140625,33180.140625,270750000
2022-06-08,33087.0703125,33156.5,32824.37109375,32910.8984375,32910.8984375,270470000
2022-06-09,32828.62109375,32956.73046875,32267.779296875,32272.7890625,32272.7890625,289710000
2022-06-10,32053.51953125,32053.51953125,31387.83984375,31392.7890625,31392.7890625,362300000
2022-06-13,31144.91015625,31144.91015625,30373.720703125,30516.740234375,30516.740234375,472290000
2022-06-14,30592.33984375,30690.80078125,30144.23046875,30364.830078125,30364.830078125,366800000
2022-06-15,30570.5,31011.970703125,30185.080078125,30668.529296875,30668.529296875,392670000
2022-06-16,30305.740234375,30305.740234375,29740.349609375,29927.0703125,29927.0703125,442910000
2022-06-17,29912.69921875,30167.51953125,29653.2890625,29888.779296875,29888.779296875,692830000
2022-06-21,30074.689453125,30653.98046875,30074.689453125,30530.25,30530.25,376900000
2022-06-22,30352.5703125,30777.919921875,30166.009765625,30483.130859375,30483.130859375,343490000
2022-06-23,30570.330078125,30715.630859375,30293.400390625,30677.359375,30677.359375,361420000
2022-06-24,30846.939453125,31517.2890625,30846.939453125,31500.6796875,31500.6796875,465480000
2022-06-27,31533.599609375,31598.58984375,31351.369140625,31438.259765625,31438.259765625,309910000
2022-06-28,31549.05078125,31885.08984375,30934.330078125,30946.990234375,30946.990234375,350780000
2022-06-29,31067.41015625,31152.9609375,30894.529296875,31029.310546875,31029.310546875,269390000
2022-06-30,30790.0,30979.849609375,30431.869140625,30775.4296875,30775.4296875,394070000
2022-07-01,30737.76953125,31139.349609375,30487.7890625,31097.259765625,31097.259765625,310440000
2022-07-05,30903.119140625,30971.740234375,30355.119140625,30967.8203125,30967.8203125,323080000
2022-07-06,30957.30078125,31224.689453125,30794.83984375,31037.6796875,31037.6796875,289800000
2022-07-07,31190.650390625,31421.83984375,31154.640625,31384.55078125,31384.55078125,296620000
2022-07-08,31348.4296875,31511.4609375,31212.44921875,31338.150390625,31338.150390625,238120000
2022-07-11,31277.98046875,31367.55078125,31114.400390625,31173.83984375,31173.83984375,245020000
2022-07-12,31113.310546875,31346.099609375,30860.509765625,30981.330078125,30981.330078125,324190000
2022-07-13,30743.630859375,30979.169921875,30514.609375,30772.7890625,30772.7890625,291830000
2022-07-14,30451.80078125,30680.119140625,30143.9296875,30630.169921875,30630.169921875,325130000
2022-07-15,30775.369140625,31288.259765625,30775.369140625,31288.259765625,31288.259765625,321570000
2022-07-18,31475.98046875,31644.6796875,30982.970703125,31072.609375,31072.609375,309960000
2022-07-19,31165.91015625,31842.25,31165.91015625,31827.05078125,31827.05078125,378720000
2022-07-20,31829.990234375,31944.44921875,31646.94921875,31874.83984375,31874.83984375,313520000
2022-07-21,31826.490234375,32040.630859375,31534.080078125,32036.900390625,32036.900390625,302320000
2022-07-22,32167.919921875,32219.25,31731.470703125,31899.2890625,31899.2890625,319880000
2022-07-25,31950.9296875,32029.029296875,31821.669921875,31990.0390625,31990.0390625,255450000
2022-07-26,31950.0390625,31950.0390625,31705.359375,31761.5390625,31761.5390625,324930000
2022-07-27,31865.05078125,32336.23046875,31799.4296875,32197.58984375,32197.58984375,365480000
2022-07-28,32197.619140625,32609.5390625,31982.609375,32529.630859375,32529.630859375,331110000
2022-07-29,32515.619140625,32910.1796875,32493.01953125,32845.12890625,32845.12890625,487360000
2022-08-01,32755.7109375,32972.03125,32640.7890625,32798.3984375,32798.3984375,321180000
2022-08-02,32691.2890625,32772.9296875,32387.119140625,32396.169921875,32396.169921875,316740000
2022-08-03,32514.2109375,32912.73828125,32514.2109375,32812.5,32812.5,342160000
2022-08-04,32805.69140625,32829.21875,32652.630859375,32726.8203125,32726.8203125,315590000
2022-08-05,32593.900390625,32814.609375,32489.619140625,32803.46875,32803.46875,273010000
2022-08-08,32877.359375,33109.9609375,32769.1015625,32832.5390625,32832.5390625,275350000
2022-08-09,32807.359375,32877.53125,32702.66015625,32774.41015625,32774.41015625,281080000
2022-08-10,33130.62890625,33364.41015625,33130.62890625,33309.51171875,33309.51171875,311740000
2022-08-11,33451.51171875,33651.80078125,33289.828125,33336.671875,33336.671875,308030000
2022-08-12,33430.71875,33767.08984375,33398.3203125,33761.05078125,33761.05078125,299140000
2022-08-15,33710.69921875,33954.7109375,33582.9609375,33912.44140625,33912.44140625,262670000
2022-08-16,33924.3515625,34281.359375,33852.5703125,34152.01171875,34152.01171875,288670000
2022-08-17,34029.55078125,34161.01171875,33828.41015625,33980.3203125,33980.3203125,281390000
2022-08-18,33981.859375,34043.828125,33844.4609375,33999.0390625,33999.0390625,282550000
2022-08-19,33904.69140625,33904.69140625,33627.08984375,33706.73828125,33706.73828125,293990000
2022-08-22,33586.58984375,33586.58984375,33007.62890625,33063.609375,33063.609375,308900000
2022-08-23,33033.51953125,33138.26171875,32858.890625,32909.58984375,32909.58984375,251870000
2022-08-24,32899.01171875,33095.5,32828.55859375,32969.23046875,32969.23046875,256900000
2022-08-25,33029.26953125,33306.08984375,32889.8515625,33291.78125,33291.78125,308530000
2022-08-26,33293.4296875,33364.69921875,32278.220703125,32283.400390625,32283.400390625,352850000
