Date,Open,High,Low,Close,Adj Close,Volume
2022-06-02,16481.650390625,16646.400390625,16443.05078125,16628.0,16628.0,236000
2022-06-03,16761.650390625,16793.849609375,16567.900390625,16584.30078125,16584.30078125,245500
2022-06-06,16530.69921875,16610.94921875,16444.55078125,16569.55078125,16569.55078125,233600
2022-06-07,16469.599609375,16487.25,16347.099609375,16416.349609375,16416.349609375,233800
2022-06-08,16474.94921875,16514.30078125,16293.349609375,16356.25,16356.25,243500
2022-06-09,16263.849609375,16492.80078125,16243.849609375,16478.099609375,16478.099609375,205000
2022-06-10,16283.9501953125,16324.7001953125,16172.599609375,16201.7998046875,16201.7998046875,189700
2022-06-13,15877.5498046875,15886.150390625,15684.0,15774.400390625,15774.400390625,225500
2022-06-14,15674.25,15858.0,15659.4501953125,15732.099609375,15732.099609375,225400
2022-06-15,15729.25,15783.650390625,15678.900390625,15692.150390625,15692.150390625,183000
2022-06-16,15832.25,15863.150390625,15335.099609375,15360.599609375,15360.599609375,264700
2022-06-17,15272.650390625,15400.400390625,15183.400390625,15293.5,15293.5,342600
2022-06-20,15334.5,15382.5,15191.099609375,15350.150390625,15350.150390625,260000
2022-06-21,15455.9501953125,15707.25,15419.849609375,15638.7998046875,15638.7998046875,262800
2022-06-22,15545.650390625,15565.400390625,15385.9501953125,15413.2998046875,15413.2998046875,220900
2022-06-23,15451.5498046875,15628.4501953125,15367.5,15556.650390625,15556.650390625,259200
2022-06-24,15657.400390625,15749.25,15619.4501953125,15699.25,15699.25,219600
2022-06-27,15926.2001953125,15927.4501953125,15815.5,15832.0498046875,15832.0498046875,210900
2022-06-28,15757.4501953125,15892.099609375,15710.150390625,15850.2001953125,15850.2001953125,251900
2022-06-29,15701.7001953125,15861.599609375,15687.7998046875,15799.099609375,15799.099609375,444900
2022-06-30,15774.5,15890.0,15728.849609375,15780.25,15780.25,306000
2022-07-01,15703.7001953125,15793.9501953125,15511.0498046875,15752.0498046875,15752.0498046875,364100
2022-07-04,15710.5,15852.349609375,15661.7998046875,15835.349609375,15835.349609375,304300
2022-07-05,15909.150390625,16025.75,15785.4501953125,15810.849609375,15810.849609375,254200
2022-07-06,15818.2001953125,16011.349609375,15800.900390625,15989.7998046875,15989.7998046875,288400
2022-07-07,16113.75,16150.5,16045.9501953125,16132.900390625,16132.900390625,264600
2022-07-08,16273.650390625,16275.5,16157.900390625,16220.599609375,16220.599609375,281100
2022-07-11,16136.150390625,16248.5498046875,16115.5,16216.0,16216.0,255900
2022-07-12,16126.2001953125,16158.75,16031.150390625,16058.2998046875,16058.2998046875,208600
2022-07-13,16128.2001953125,16140.0,15950.150390625,15966.650390625,15966.650390625,233300
2022-07-14,16018.849609375,16070.849609375,15858.2001953125,15938.650390625,15938.650390625,228600
2022-07-15,16010.7998046875,16066.9501953125,15927.2998046875,16049.2001953125,16049.2001953125,205800
2022-07-18,16151.400390625,16287.9501953125,16142.2001953125,16278.5,16278.5,227700
2022-07-19,16187.0498046875,16359.5,16187.0498046875,16340.5498046875,16340.5498046875,222600
2022-07-20,16562.80078125,16588.0,16490.94921875,16520.849609375,16520.849609375,284400
2022-07-21,16523.55078125,16626.94921875,16483.900390625,16605.25,16605.25,243600
2022-07-22,16661.25,16752.25,16610.900390625,16719.44921875,16719.44921875,190900
2022-07-25,16662.55078125,16706.05078125,16564.25,16631.0,16631.0,211400
2022-07-26,16632.900390625,16636.099609375,16463.30078125,16483.849609375,16483.849609375,208200
2022-07-27,16475.349609375,16653.44921875,16438.75,16641.80078125,16641.80078125,185200
2022-07-28,16774.849609375,16947.650390625,16746.25,16929.599609375,16929.599609375,376300
2022-07-29,17079.5,17172.80078125,17018.150390625,17158.25,17158.25,436100
2022-08-01,17243.19921875,17356.25,17154.80078125,17340.05078125,17340.05078125,381500
2022-08-02,17310.150390625,17390.150390625,17215.849609375,17345.44921875,17345.44921875,333600
2022-08-03,17349.25,17407.5,17225.849609375,17388.150390625,17388.150390625,285400
2022-08-04,17463.099609375,17490.69921875,17161.25,17382.0,17382.0,325000
2022-08-05,17423.650390625,17474.400390625,17348.75,17397.5,17397.5,355300
2022-08-08,17401.5,17548.80078125,17359.75,17525.099609375,17525.099609375,257000
2022-08-10,17566.099609375,17566.099609375,17442.80078125,17534.75,17534.75,312700
2022-08-11,17711.650390625,17719.30078125,17631.94921875,17659.0,17659.0,311200
2022-08-12,17659.650390625,17724.650390625,17597.849609375,17698.150390625,17698.150390625,303900
2022-08-16,17797.19921875,17839.099609375,17764.05078125,17825.25,17825.25,0
2022-08-17,17868.150390625,17965.94921875,17833.349609375,17944.25,17944.25,262800
2022-08-18,17898.650390625,17968.44921875,17852.05078125,17956.5,17956.5,263900
2022-08-19,17966.55078125,17992.19921875,17710.75,17758.44921875,17758.44921875,295600
2022-08-22,17682.900390625,17690.05078125,17467.349609375,17490.69921875,17490.69921875,287600
2022-08-23,17357.349609375,17625.55078125,17345.19921875,17577.5,17577.5,285600
2022-08-24,17525.44921875,17623.650390625,17499.25,17604.94921875,17604.94921875,262000
2022-08-25,17679.0,17726.5,17487.44921875,17522.44921875,17522.44921875,230200
2022-08-26,17619.30078125,17685.849609375,17519.349609375,17558.900390625,17558.900390625,266600
2022-08-29,17188.650390625,17380.150390625,17166.19921875,17312.900390625,17312.900390625,244900
2022-08-30,17414.94921875,17777.650390625,17401.5,17759.30078125,17759.30078125,324700
2022-09-01,17485.69921875,17695.599609375,17468.44921875,17542.80078125,17542.80078125,308500
2022-09-02,17598.400390625,17643.849609375,17476.44921875,17539.44921875,17539.44921875,256300
2022-09-05,17546.44921875,17683.150390625,17540.349609375,17665.80078125,17665.80078125,230300
2022-09-06,17695.69921875,17764.650390625,17587.650390625,17655.599609375,17655.599609375,251200
2022-09-07,17519.400390625,17650.75,17484.30078125,17624.400390625,17624.400390625,354100
2022-09-08,17748.150390625,17807.650390625,17691.94921875,17798.75,17798.75,279800
2022-09-09,17923.349609375,17925.94921875,17786.0,17833.349609375,17833.349609375,270300
2022-09-12,17890.849609375,17980.55078125,17889.150390625,17936.349609375,17936.349609375,228200
2022-09-13,18044.44921875,18088.30078125,18015.44921875,18070.05078125,18070.05078125,259900
2022-09-14,17771.150390625,18091.55078125,17771.150390625,18003.75,18003.75,365900
2022-09-15,18046.349609375,18096.150390625,17861.5,17877.400390625,17877.400390625,289600
2022-09-16,17796.80078125,17820.05078125,17497.25,17530.849609375,17530.849609375,468500
2022-09-19,17540.650390625,17667.19921875,17429.69921875,17622.25,17622.25,258300
2022-09-20,17770.400390625,17919.30078125,17744.400390625,17816.25,17816.25,263100
2022-09-21,17766.349609375,17838.69921875,17663.599609375,17718.349609375,17718.349609375,245500
2022-09-22,17609.650390625,17722.75,17532.44921875,17629.80078125,17629.80078125,284100
2022-09-23,17593.849609375,17642.150390625,17291.650390625,17327.349609375,17327.349609375,390800
2022-09-26,17156.30078125,17196.400390625,16978.30078125,17016.30078125,17016.30078125,492000
2022-09-27,17110.900390625,17176.44921875,16942.349609375,17007.400390625,17007.400390625,359900
2022-09-28,16870.55078125,17037.599609375,16820.400390625,16858.599609375,16858.599609375,323900
2022-09-29,16993.599609375,17026.05078125,16788.599609375,16818.099609375,16818.099609375,340000
2022-09-30,16798.05078125,17187.099609375,16747.69921875,17094.349609375,17094.349609375,376100
2022-10-03,17102.099609375,17114.650390625,16855.55078125,16887.349609375,16887.349609375,278400
2022-10-04,17147.44921875,17287.30078125,17117.30078125,17274.30078125,17274.30078125,226000
